,sexratio,pop_perhouse,house_cnt
동홍동28,2.501348581,9269.0,95.93509676
동홍동29,2.494186047,9288.0,95.87384797
동홍동30,2.491414467,9318.0,95.64301365
동홍동31,2.485751018,9334.0,95.61588399
동홍동32,2.478738143,9383.0,95.70851565
동홍동33,2.48,"9,380",95.63
동홍동34,2.48,"9,383",95.43
동홍동35,2.47,"9,403",95.53
동홍동36,2.47,"9,400",95.62
동홍동37,2.46,"9,420",95.13
동홍동38,2.46,"9,433",95.39
동홍동39,2.45,"9,454",95.36
동홍동40,2.45,"9,487",95.06
동홍동41,2.44,"9,512",95.18
동홍동42,2.43,"9,523",95.31
동홍동43,2.43,"9,540",95.38
서홍동0,2.509910335,4238.0,99.3814433
서홍동1,2.514972884,4241.0,99.58832335
서홍동2,2.507757405,4254.0,99.7752809
서홍동3,2.507420495,4245.0,99.62490623
서홍동4,2.506355932,4248.0,99.45672537
서홍동5,2.499647639,4257.0,99.23235349
서홍동6,2.495892983,4261.0,99.00823353
서홍동7,2.492257156,4262.0,99.36186186
서홍동8,2.494835681,4260.0,98.98895338
서홍동9,2.494131455,4260.0,99.30594635
서홍동10,2.488372093,4257.0,99.07912047
서홍동11,2.492924528,4240.0,99.09587493
서홍동12,2.488295105,4229.0,99.14837245
서홍동13,2.484619025,4226.0,98.71309614
서홍동14,2.484345351,4216.0,98.59689041
서홍동15,2.480104216,4222.0,98.87939221
서홍동16,2.477068558,4230.0,98.59742229
서홍동17,2.478168515,4237.0,98.00113144
서홍동18,2.473510713,4247.0,97.8715389
서홍동19,2.473820755,4240.0,97.94300811
서홍동20,2.474780961,4223.0,97.82320651
서홍동21,2.473534299,4213.0,98.26864536
서홍동22,2.468890466,4227.0,98.44076821
서홍동23,2.471689173,4221.0,98.27061954
서홍동24,2.47029703,4242.0,98.09073724
서홍동25,2.468175389,4242.0,98.40818647
서홍동26,2.466021708,4238.0,98.65044668
서홍동27,2.45791087,4241.0,98.47677075
서홍동28,2.447362251,4265.0,98.17733055
서홍동29,2.445644517,4259.0,98.17351598
서홍동30,2.445514326,4258.0,98.53193518
서홍동31,2.447022972,4266.0,98.158694
서홍동32,2.444158277,4271.0,98.30927052
서홍동33,2.43,"4,336",98.44
서홍동34,2.43,"4,349",98.02
서홍동35,2.44,"4,358",97.84
서홍동36,2.43,"4,414",97.85
서홍동37,2.43,"4,426",98.16
서홍동38,2.43,"4,423",97.63
서홍동39,2.43,"4,451",97.7
서홍동40,2.43,"4,459",97.67
서홍동41,2.44,"4,483",97.77
서홍동42,2.44,"4,480",97.56
서홍동43,2.44,"4,488",97.48
중앙동0,1.869565217,2139.0,91.70661553
중앙동1,1.86833412,2119.0,91.62633107
중앙동2,1.857884797,2118.0,91.57740993
중앙동3,1.852775165,2126.0,92.14634146
중앙동4,1.846298032,2134.0,92.19512195
중앙동5,1.845433255,2135.0,91.72749392
중앙동6,1.845037453,2136.0,91.49659864
중앙동7,1.840545626,2126.0,91.71974522
중앙동8,1.839662447,2133.0,91.7888563
중앙동9,1.833021515,2138.0,92.48526523
중앙동10,1.828022493,2134.0,92.26219813
중앙동11,1.826271186,2124.0,91.65019763
중앙동12,1.81805293,2116.0,92.06190714
중앙동13,1.81509434,2120.0,92.30384808
중앙동14,1.815304676,2117.0,92.24612306
중앙동15,1.819687648,2113.0,92.53880821
중앙동16,1.819961796,2094.0,91.98992443
중앙동17,1.817096466,2094.0,91.78427419
중앙동18,1.82525204,2083.0,91.44008056
중앙동19,1.820722892,2075.0,91.19433198
중앙동20,1.821671526,2058.0,91.2755102
중앙동21,1.823357664,2055.0,90.59003052
중앙동22,1.820625611,2046.0,90.05102041
중앙동23,1.807317073,2050.0,90.0
중앙동24,1.797555012,2045.0,89.97416021
중앙동25,1.790709046,2045.0,90.0363259
중앙동26,1.784872299,2036.0,88.97555902
중앙동27,1.784872299,2036.0,89.86415883
중앙동28,1.776964373,2049.0,90.22988506
중앙동29,1.771260997,2046.0,90.03670687
중앙동30,1.765166341,2044.0,90.49630412
중앙동31,1.76485027,2037.0,90.41313559
중앙동32,1.755142018,2042.0,90.03181336
중앙동33,1.74,"2,046",90.23
중앙동34,1.74,"2,032",90.36
중앙동35,1.73,"2,029",90.11
중앙동36,1.73,"2,020",90.07
중앙동37,1.73,"2,005",90.6
중앙동38,1.74,"1,958",90.44
중앙동39,1.73,"1,951",91.24
중앙동40,1.73,"1,947",91.81
중앙동41,1.73,"1,945",91.56
중앙동42,1.72,"1,956",91.34
중앙동43,1.72,"1,944",91.23
외도동0,2.692651187,7838.0,101.3339778
외도동1,2.676880223,7898.0,101.6425121
외도동2,2.673035827,7955.0,101.8267474
외도동3,2.675116075,7969.0,102.3173077
외도동4,2.670376391,7997.0,102.3722628
외도동5,2.665506093,8042.0,102.2477284
외도동6,2.669022817,8064.0,102.3444201
외도동7,2.663591636,8130.0,102.3198561
외도동8,2.663271567,8149.0,102.2190746
외도동9,2.662215143,8162.0,102.1687883
외도동10,2.661889011,8163.0,101.9594913
외도동11,2.66205461,8167.0,101.9303202
외도동12,2.662503061,8166.0,102.2733704
외도동13,2.657910812,8185.0,102.2718703
외도동14,2.660395798,8186.0,102.1843518
외도동15,2.658777602,8197.0,102.0396654
외도동16,2.650716541,8234.0,101.8754689
외도동17,2.643012573,8272.0,101.7489712
외도동18,2.636877556,8314.0,101.6689977
외도동19,2.630765545,8347.0,101.4787946
외도동20,2.59,8353.0,101.41
외도동21,2.631610433,8358.0,101.4860221
외도동22,2.631138726,8369.0,101.5403173
외도동23,2.627525553,8414.0,101.8798037
외도동24,2.62,8424.0,101.61
외도동25,2.61,8444.0,101.19
외도동26,2.61,8477.0,101.16
외도동27,2.6,8510.0,101.13
외도동28,2.59,8550.0,101.05
외도동29,2.59,8572.0,101.2
외도동30,2.58,8615.0,101.01
외도동31,2.58,8606.0,101.11
외도동32,2.58,8620.0,101.12
외도동33,2.58,8634,101.1266832
외도동34,2.54,8663,100.91
외도동35,2.54,8676,100.57
외도동36,2.54,8696,100.59
외도동37,2.53,8715,100.58
외도동38,2.53,8698,100.46
외도동39,2.53,8694,100.55
외도동40,2.53,8719,100.54
외도동41,2.53,8743,100.33
외도동42,2.53,8741,99.94
외도동43,2.53,8752,100.1
아라동0,2.606610338,12072.0,98.60522714
아라동1,2.606423738,12267.0,98.58396873
아라동2,2.609926235,12472.0,98.83706232
아라동3,2.602374357,12635.0,98.44071602
아라동4,2.594215394,12758.0,98.75876621
아라동5,2.58397272,12903.0,98.79265739
아라동6,2.581632653,13034.0,98.83444194
아라동7,2.573919001,13136.0,99.07036092
아라동8,2.585911435,13188.0,99.14012353
아라동9,2.580404284,13258.0,99.12455473
아라동10,2.578694313,13311.0,99.28326206
아라동11,2.573367324,13337.0,99.10370549
아라동12,2.575197496,13418.0,99.37223484
아라동13,2.570591725,13486.0,99.03137628
아라동14,2.579862396,13517.0,98.94499763
아라동15,2.576112585,13572.0,98.96639301
아라동16,2.57238242,13629.0,99.09872762
아라동17,2.571585419,13662.0,99.07184398
아라동18,2.568516091,13734.0,99.44333763
아라동19,2.564943527,13812.0,99.6322027
아라동20,2.47,13898.0,99.63
아라동21,2.565214281,13977.0,99.61913555
아라동22,2.565350627,14032.0,99.38565769
아라동23,2.561251333,14065.0,99.41560674
아라동24,2.56,14092.0,99.15
아라동25,2.56,14137.0,99.11
아라동26,2.54,14230.5,99.07
아라동27,2.53,14324.0,99.03
아라동28,2.52,14442.0,99.05
아라동29,2.51,14535.0,98.98
아라동30,2.51,14575.0,99.16
아라동31,2.5,14797.0,99.12
아라동32,2.49,15023.5,99.0
아라동33,2.48,15250,98.88594451
아라동34,2.41,15329,98.68
아라동35,2.41,15412,98.78
아라동36,2.4,15563,98.77
아라동37,2.41,15729,98.43
아라동38,2.4,15863,98.0
아라동39,2.4,15925,97.94
아라동40,2.39,15972,97.7
아라동41,2.39,16025,97.76
아라동42,2.39,16086,97.71
아라동43,2.38,16151,97.75
노형동0,2.686775849,20455.0,97.05719455
노형동1,2.683620227,20507.0,96.99900336
노형동2,2.681095837,20514.0,96.7997933
노형동3,2.685466589,20532.0,96.86450994
노형동4,2.692289016,20594.0,96.68947252
노형동5,2.688921142,20670.0,96.69530734
노형동6,2.68556253,20710.0,96.64550226
노형동7,2.681899167,20767.0,96.59607211
노형동8,2.679432965,20810.0,96.60005856
노형동9,2.678398929,20911.0,96.7509685
노형동10,2.675457841,20968.0,96.65085735
노형동11,2.673975078,21026.0,96.72143091
노형동12,2.66766325,21072.0,96.45041503
노형동13,2.65489992,21133.0,96.58721758
노형동14,2.650713408,21166.0,96.60979798
노형동15,2.655279796,21194.0,96.6141358
노형동16,2.650305882,21250.0,96.72041242
노형동17,2.643661972,21300.0,96.66617927
노형동18,2.634023032,21362.0,96.70393919
노형동19,2.628575428,21431.0,96.59306224
노형동20,2.51,21483.0,96.63
노형동21,2.62172441,21561.0,96.58756405
노형동22,2.61954762,21619.0,96.43879288
노형동23,2.612413475,21670.0,96.49923896
노형동24,2.61,21679.0,96.49
노형동25,2.61,21733.0,96.53
노형동26,2.6,21810.0,96.59
노형동27,2.59,21887.0,96.66
노형동28,2.57,22004.0,96.78
노형동29,2.57,22040.0,96.66
노형동30,2.56,22123.0,96.71
노형동31,2.55,22231.0,96.54
노형동32,2.55,22321.0,96.41
노형동33,2.54,22411,96.27451683
노형동34,2.44,22515,96.28
노형동35,2.43,22651,96.26
노형동36,2.42,22729,96.3
노형동37,2.42,22808,96.23
노형동38,2.41,22824,96.21
노형동39,2.41,22919,96.06
노형동40,2.41,22982,96.19
노형동41,2.4,23087,96.12
노형동42,2.4,23112,96.06
노형동43,2.39,23134,96.07
연동0,2.287845918,18899.0,97.96840803
연동1,2.282841114,18894.0,98.02396067
연동2,2.276058718,18938.0,97.77565632
연동3,2.270525041,18989.0,97.6101889
연동4,2.266250131,19046.0,97.61666428
연동5,2.257986802,19094.0,97.68463264
연동6,2.254869197,19151.0,97.12832216
연동7,2.247453222,19240.0,97.06608431
연동8,2.243161883,19267.0,96.9853779
연동9,2.237015173,19311.0,96.71570954
연동10,2.235671426,19332.0,96.7947196
연동11,2.235053786,19336.0,96.70705631
연동12,2.234562806,19385.0,96.49871904
연동13,2.230206563,19413.0,96.680932
연동14,2.223405345,19534.0,96.99476938
연동15,2.214478715,19615.0,97.02038683
연동16,2.209461863,19679.0,96.99544333
연동17,2.208553434,19688.0,96.97502137
연동18,2.207123343,19766.0,96.65087636
연동19,2.205756122,19805.0,96.60037879
연동20,2.09,19845.0,96.42
연동21,2.198600131,19859.0,96.42349597
연동22,2.196510283,19887.0,96.52198635
연동23,2.19076738,19951.0,96.39967829
연동24,2.19,19998.0,96.35
연동25,2.18,20094.0,96.09
연동26,2.17,20165.5,96.03
연동27,2.16,20237.0,95.97
연동28,2.15,20351.0,95.78
연동29,2.14,20446.0,96.1
연동30,2.13,20553.0,96.27
연동31,2.13,20561.0,96.29
연동32,2.12,20637.5,96.33
연동33,2.12,20714,96.37286224
연동34,2.01,20763,96.12
연동35,2.01,20883,95.92
연동36,2.0,20928,95.81
연동37,1.99,21021,95.77
연동38,1.99,21097,95.9
연동39,1.98,21156,95.89
연동40,1.98,21192,95.93
연동41,1.98,21203,95.98
연동42,1.97,21268,96.05
연동43,1.96,21360,96.26
삼양동0,2.728611898,8825.0,101.6668077
삼양동1,2.72109681,8935.0,101.5662953
삼양동2,2.719709659,8955.0,101.411981
삼양동3,2.718074437,8974.0,101.4266644
삼양동4,2.716015104,9004.0,101.2804523
삼양동5,2.71166593,9052.0,101.3252713
삼양동6,2.709288299,9119.0,101.3829437
삼양동7,2.708296943,9160.0,101.5178864
삼양동8,2.711217704,9173.0,101.3904793
삼양동9,2.714750542,9220.0,101.1121935
삼양동10,2.716738661,9260.0,101.0576457
삼양동11,2.712498652,9273.0,101.0092039
삼양동12,2.718202344,9301.0,101.0039354
삼양동13,2.721355568,9295.0,100.9065383
삼양동14,2.712223292,9351.0,100.7997441
삼양동15,2.711511789,9373.0,100.8622066
삼양동16,2.708404255,9400.0,101.1329185
삼양동17,2.708024561,9446.0,101.047619
삼양동18,2.705559658,9479.0,101.060798
삼양동19,2.701313715,9515.0,101.3371311
삼양동20,2.68,9516.0,101.29
삼양동21,2.699979071,9556.0,101.2289271
삼양동22,2.695665764,9598.0,101.1229779
삼양동23,2.695142205,9634.0,101.2843606
삼양동24,2.7,9627.0,101.44
삼양동25,2.69,9648.0,101.53
삼양동26,2.69,9661.5,101.33
삼양동27,2.69,9675.0,101.13
삼양동28,2.68,9710.0,101.15
삼양동29,2.67,9722.0,101.05
삼양동30,2.67,9748.0,100.94
삼양동31,2.67,9744.0,100.93
삼양동32,2.67,9739.0,100.92
삼양동33,2.67,9734,100.8962669
삼양동34,2.65,9733,100.79
삼양동35,2.64,9779,100.86
삼양동36,2.64,9793,100.62
삼양동37,2.63,9814,100.54
삼양동38,2.63,9783,100.75
삼양동39,2.63,9786,100.85
삼양동40,2.63,9809,100.75
삼양동41,2.63,9821,100.75
삼양동42,2.62,9831,100.62
삼양동43,2.62,9841,100.74
이도2동0,2.614356487,19378.0,95.76837416
이도2동1,2.60644728,19357.0,95.7980226
이도2동2,2.598659103,19390.0,95.98363558
이도2동3,2.598370378,19391.0,95.95987411
이도2동4,2.599691596,19455.0,96.11952035
이도2동5,2.594490612,19494.0,96.11032532
이도2동6,2.584711484,19531.0,96.30461332
이도2동7,2.578113824,19574.0,96.18398771
이도2동8,2.575417283,19591.0,96.34786038
이도2동9,2.56805216,19632.0,96.55363212
이도2동10,2.567697174,19602.0,96.40188209
이도2동11,2.567704599,19526.0,96.25396825
이도2동12,2.561742848,19646.0,96.31094065
이도2동13,2.555888021,19718.0,96.47486563
이도2동14,2.54866899,19797.0,96.4746753
이도2동15,2.540143784,19891.0,96.52684696
이도2동16,2.533767209,19975.0,96.61063654
이도2동17,2.53072542,20016.0,96.43151896
이도2동18,2.523947028,20086.0,96.52030477
이도2동19,2.519191618,20139.0,96.60670804
이도2동20,2.48,20166.0,96.92
이도2동21,2.51197427,20210.0,96.72008799
이도2동22,2.507340946,20229.0,96.69798341
이도2동23,2.502593745,20241.0,96.63124754
이도2동24,2.5,20267.0,96.45
이도2동25,2.5,20289.0,96.52
이도2동26,2.49,20390.5,96.58
이도2동27,2.47,20492.0,96.63
이도2동28,2.46,20629.0,96.79
이도2동29,2.45,20694.0,96.81
이도2동30,2.45,20719.0,96.64
이도2동31,2.44,20758.0,96.7
이도2동32,2.44,20773.0,96.53
이도2동33,2.44,20788,96.37149028
이도2동34,2.41,20746,96.37
이도2동35,2.4,20767,96.29
이도2동36,2.39,20838,96.3
이도2동37,2.38,20838,96.01
이도2동38,2.38,20846,96.17
이도2동39,2.37,20887,96.12
이도2동40,2.37,20924,96.21
이도2동41,2.37,20937,96.22
이도2동42,2.36,20991,96.19
이도2동43,2.35,21039,96.12
일도2동0,2.674326887,13185.0,96.57807496
일도2동1,2.670836176,13191.0,96.63028803
일도2동2,2.665002647,13221.0,96.48176249
일도2동3,2.661401255,13231.0,96.65090623
일도2동4,2.657164461,13225.0,96.66140311
일도2동5,2.651516297,13223.0,96.84210526
일도2동6,2.650674549,13194.0,96.79981843
일도2동7,2.648229419,13216.0,96.92945116
일도2동8,2.645812845,13219.0,96.89843217
일도2동9,2.636130589,13263.0,96.74672117
일도2동10,2.632830189,13250.0,96.65662137
일도2동11,2.630166073,13187.0,96.55901686
일도2동12,2.624619598,13144.0,96.62985967
일도2동13,2.618837492,13144.0,96.61173217
일도2동14,2.614132502,13147.0,96.72074361
일도2동15,2.610017481,13157.0,97.05848292
일도2동16,2.606106638,13166.0,97.07876891
일도2동17,2.599954497,13186.0,97.24866496
일도2동18,2.591335249,13226.0,97.06991587
일도2동19,2.587242736,13216.0,97.14851024
일도2동20,2.56,13231.0,97.05
일도2동21,2.579396226,13250.0,96.97463347
일도2동22,2.577170054,13237.0,96.90577472
일도2동23,2.576386784,13196.0,96.76948242
일도2동24,2.57,13184.0,96.99
일도2동25,2.56,13225.0,97.05
일도2동26,2.55,13264.5,96.92
일도2동27,2.53,13304.0,96.78
일도2동28,2.53,13325.0,96.74
일도2동29,2.52,13339.0,96.85
일도2동30,2.52,13364.0,96.95
일도2동31,2.51,13350.0,96.86
일도2동32,2.51,13369.5,96.86
일도2동33,2.5,13389,96.86795587
일도2동34,2.48,13366,96.88
일도2동35,2.47,13373,97.01
일도2동36,2.47,13340,96.83
일도2동37,2.46,13367,96.78
일도2동38,2.46,13294,96.99
일도2동39,2.46,13306,96.99
일도2동40,2.45,13346,97.03
일도2동41,2.45,13350,97.03
일도2동42,2.44,13380,96.98
일도2동43,2.43,13383,96.94
화북동0,2.705258694,9432.0,99.91258047
화북동1,2.696606575,9430.0,99.76885063
화북동2,2.689691593,9468.0,99.3092497
화북동3,2.684755068,9472.0,99.41929839
화북동4,2.681875659,9490.0,99.68951517
화북동5,2.681655434,9496.0,99.83274928
화북동6,2.683284148,9488.0,99.73711463
화북동7,2.677487352,9488.0,99.74442936
화북동8,2.67192429,9510.0,99.84819431
화북동9,2.664495798,9520.0,99.76794431
화북동10,2.661176964,9533.0,99.58419958
화북동11,2.660972542,9542.0,99.44918975
화북동12,2.661207349,9525.0,99.32076075
화북동13,2.656348374,9530.0,99.3596414
화북동14,2.658413764,9532.0,99.48763109
화북동15,2.649152188,9554.0,99.59095284
화북동16,2.649676206,9574.0,99.56793087
화북동17,2.642879467,9599.0,99.847793
화북동18,2.643370482,9601.0,99.86386931
화북동19,2.637878946,9599.0,99.61529214
화북동20,2.6,9584.0,99.87
화북동21,2.639853938,9585.0,99.82323638
화북동22,2.638912047,9596.0,100.0
화북동23,2.636240351,9586.0,99.7669185
화북동24,2.63,9593.0,99.73
화북동25,2.63,9593.0,99.72
화북동26,2.62,9610.5,99.56
화북동27,2.61,9628.0,99.4
화북동28,2.6,9649.0,99.35
화북동29,2.6,9648.0,99.14
화북동30,2.59,9683.0,99.14
화북동31,2.58,9685.0,99.23
화북동32,2.58,9688.5,99.14
화북동33,2.57,9692,99.0431398
화북동34,2.52,9704,98.76
화북동35,2.52,9709,98.73
화북동36,2.52,9705,98.87
화북동37,2.52,9713,98.97
화북동38,2.52,9701,98.76
화북동39,2.51,9700,98.73
화북동40,2.51,9686,98.72
화북동41,2.51,9689,98.56
화북동42,2.51,9681,98.44
화북동43,2.5,9691,98.6
삼도1동0,2.427165026,5993.0,96.0397387
삼도1동1,2.4245503,6004.0,95.94778352
삼도1동2,2.424758091,5994.0,95.96620333
삼도1동3,2.422871452,5990.0,95.95573166
삼도1동4,2.469760429,5969.0,95.82534903
삼도1동5,2.442730169,5963.0,96.00549073
삼도1동6,2.431251047,5971.0,96.46443802
삼도1동7,2.432237504,5962.0,96.54507915
삼도1동8,2.433338923,5963.0,96.46881011
삼도1동9,2.423044716,5971.0,96.3823934
삼도1동10,2.415410385,5970.0,96.31057269
삼도1동11,2.410114247,5952.0,96.02154994
삼도1동12,2.407082631,5930.0,96.34265054
삼도1동13,2.402641382,5906.0,96.61016949
삼도1동14,2.399762953,5906.0,96.46811493
삼도1동15,2.390680398,5923.0,96.36949818
삼도1동16,2.389142567,5913.0,96.25210556
삼도1동17,2.387938336,5903.0,96.16033755
삼도1동18,2.392482221,5906.0,96.0459899
삼도1동19,2.386594448,5908.0,95.83099382
삼도1동20,2.35,5928.0,96.17
삼도1동21,2.367959528,5930.0,96.24081402
삼도1동22,2.366014175,5926.0,96.13861386
삼도1동23,2.362516869,5928.0,96.06566657
삼도1동24,2.35,5922.0,96.36
삼도1동25,2.34,5936.0,96.64
삼도1동26,2.33,5942.0,96.58
삼도1동27,2.33,5948.0,96.51
삼도1동28,2.31,5975.0,96.2
삼도1동29,2.31,5997.0,96.16
삼도1동30,2.31,5991.0,96.2
삼도1동31,2.3,5993.0,96.08
삼도1동32,2.3,5993.0,96.04
삼도1동33,2.29,5993,96.00461561
삼도1동34,2.27,6001,95.85
삼도1동35,2.25,6025,95.76
삼도1동36,2.25,6039,95.86
삼도1동37,2.24,6049,95.86
삼도1동38,2.24,6037,95.79
삼도1동39,2.24,6032,96.09
삼도1동40,2.24,6039,96.16
삼도1동41,2.24,6020,96.24
삼도1동42,2.24,6031,96.12
삼도1동43,2.23,6048,96.23
용담2동0,2.459969088,6470.0,102.8007228
용담2동1,2.455137146,6453.0,102.7486062
용담2동2,2.450496586,6444.0,102.82405
용담2동3,2.44897011,6457.0,102.5464467
용담2동4,2.445628669,6474.0,102.635679
용담2동5,2.444994585,6463.0,102.8802294
용담2동6,2.445613492,6463.0,102.8813559
용담2동7,2.442054773,6463.0,102.8187394
용담2동8,2.436582728,6473.0,103.0207925
용담2동9,2.432757557,6484.0,103.1000654
용담2동10,2.427621404,6466.0,102.8492647
용담2동11,2.427664188,6456.0,102.8135682
용담2동12,2.426973275,6436.0,102.4248814
용담2동13,2.42630597,6432.0,102.0674216
용담2동14,2.43051218,6404.0,101.9664775
용담2동15,2.426319076,6406.0,101.6365316
용담2동16,2.418767507,6426.0,101.6499472
용담2동17,2.414903547,6428.0,101.5852048
용담2동18,2.41522653,6423.0,101.6256939
용담2동19,2.4097341,6431.0,101.6942422
용담2동20,2.36,6426.0,101.62
용담2동21,2.396728972,6420.0,101.4652991
용담2동22,2.390620131,6418.0,101.361634
용담2동23,2.381233494,6437.0,101.1475847
용담2동24,2.38,6440.0,101.06
용담2동25,2.37,6445.0,101.24
용담2동26,2.37,6452.0,101.48
용담2동27,2.36,6459.0,101.72
용담2동28,2.35,6489.0,101.75
용담2동29,2.34,6500.0,102.05
용담2동30,2.34,6499.0,101.93
용담2동31,2.33,6494.0,102.1
용담2동32,2.33,6485.5,101.76
용담2동33,2.32,6477,101.4134276
용담2동34,2.29,6470,101.55
용담2동35,2.28,6481,101.61
용담2동36,2.28,6482,101.71
용담2동37,2.27,6488,102.37
용담2동38,2.27,6447,103.14
용담2동39,2.27,6454,103.15
용담2동40,2.26,6458,103.53
용담2동41,2.26,6463,103.39
용담2동42,2.25,6448,103.15
용담2동43,2.25,6448,103.0
오라동0,2.680558248,5159.0,102.1046391
오라동1,2.686414512,5182.0,101.9861704
오라동2,2.673656119,5246.0,102.206957
오라동3,2.669249669,5291.0,102.3823359
오라동4,2.670681219,5314.0,102.5767226
오라동5,2.677868548,5386.0,102.7524244
오라동6,2.687418936,5397.0,102.9115183
오라동7,2.684394553,5434.0,102.8103375
오라동8,2.68425875,5457.0,102.8266067
오라동9,2.679200727,5505.0,102.9502237
오라동10,2.674787944,5541.0,102.5957801
오라동11,2.678526505,5565.0,102.4699876
오라동12,2.674501425,5616.0,102.5212387
오라동13,2.672343445,5637.0,102.7777778
오라동14,2.670017637,5670.0,102.9139434
오라동15,2.680112241,5702.0,102.722372
오라동16,2.682182706,5736.0,102.4331551
오라동17,2.682189401,5755.0,102.3847589
오라동18,2.681778704,5757.0,102.0079787
오라동19,2.683590366,5771.0,102.2434621
오라동20,2.64,5780.0,102.06
오라동21,2.679372197,5798.0,102.4500066
오라동22,2.681959296,5798.0,102.354186
오라동23,2.677430436,5822.0,101.9491637
오라동24,2.67,5862.0,101.87
오라동25,2.66,5904.0,101.98
오라동26,2.65,5945.5,101.91
오라동27,2.65,5987.0,101.85
오라동28,2.64,6052.0,101.73
오라동29,2.63,6080.0,101.43
오라동30,2.63,6083.0,101.21
오라동31,2.63,6090.0,101.6
오라동32,2.63,6097.5,101.7
오라동33,2.62,6105,101.8058402
오라동34,2.58,6100,101.67
오라동35,2.57,6117,102.13
오라동36,2.57,6110,102.54
오라동37,2.57,6133,102.47
오라동38,2.57,6137,102.99
오라동39,2.56,6161,102.75
오라동40,2.56,6181,102.43
오라동41,2.55,6178,102.44
오라동42,2.55,6208,102.17
오라동43,2.55,6221,102.26
건입동0,2.319148936,4324.0,107.8472959
건입동1,2.316105215,4334.0,107.7476715
건입동2,2.31222556,4327.0,107.6629166
건입동3,2.314998844,4327.0,107.4607885
건입동4,2.319316081,4328.0,107.1881607
건입동5,2.321990741,4320.0,107.1141224
건입동6,2.32406764,4317.0,106.8783069
건입동7,2.328607948,4303.0,106.782535
건입동8,2.329680578,4289.0,106.8239796
건입동9,2.335288597,4262.0,106.6893907
건입동10,2.329179403,4253.0,106.5440547
건입동11,2.327508855,4235.0,106.2674394
건입동12,2.31884058,4209.0,106.2039046
건입동13,2.314272099,4197.0,106.0348584
건입동14,2.316555344,4192.0,105.9233449
건입동15,2.315225161,4197.0,105.8964317
건입동16,2.316331418,4176.0,106.2855891
건입동17,2.318160038,4174.0,106.3321648
건입동18,2.323479933,4161.0,106.4516129
건입동19,2.32009627,4155.0,106.0632689
건입동20,2.25,4165.0,105.66
건입동21,2.3125,4160.0,105.1062897
건입동22,2.305675806,4158.0,104.7598157
건입동23,2.299063176,4163.0,105.2237161
건입동24,2.3,4137.0,104.7
건입동25,2.3,4125.0,104.46
건입동26,2.29,4123.5,104.35
건입동27,2.29,4122.0,104.23
건입동28,2.27,4146.0,104.28
건입동29,2.26,4154.0,104.24
건입동30,2.26,4147.0,104.07
건입동31,2.26,4144.0,104.03
건입동32,2.25,4152.0,104.08
건입동33,2.25,4160,104.1227874
