,sexratio,pop_perhouse,house_cnt
건입동34,2.19,4158,104.29
건입동35,2.19,4152,104.29
건입동36,2.19,4134,104.02
건입동37,2.18,4119,103.86
건입동38,2.2,4062,103.12
건입동39,2.19,4083,103.51
건입동40,2.18,4081,103.2
건입동41,2.18,4084,103.23
건입동42,2.17,4095,103.66
건입동43,2.17,4096,103.22
용담1동0,2.151978172,3665.0,106.6490066
용담1동1,2.148026316,3648.0,106.1153948
용담1동2,2.14850398,3643.0,106.2883027
용담1동3,2.147261217,3633.0,106.447298
용담1동4,2.146045743,3629.0,106.4879357
용담1동5,2.145590682,3606.0,106.3359396
용담1동6,2.148675035,3585.0,106.0048688
용담1동7,2.149132625,3574.0,106.0499186
용담1동8,2.147701794,3568.0,105.8089034
용담1동9,2.155599325,3554.0,105.2004334
용담1동10,2.150492264,3555.0,105.4333062
용담1동11,2.147897262,3543.0,106.3888127
용담1동12,2.141279728,3532.0,105.8062741
용담1동13,2.138343296,3513.0,105.3359137
용담1동14,2.142857143,3500.0,105.4308673
용담1동15,2.135767256,3506.0,105.4444444
용담1동16,2.135321101,3488.0,105.8741259
용담1동17,2.127543709,3489.0,106.2394604
용담1동18,2.131284114,3481.0,105.8955643
용담1동19,2.128772636,3479.0,105.993247
용담1동20,2.11,3469.0,105.72
용담1동21,2.133410338,3463.0,106.2199604
용담1동22,2.125289352,3456.0,106.0244388
용담1동23,2.124600639,3443.0,105.7818285
용담1동24,2.13,3458.0,106.51
용담1동25,2.12,3455.0,106.41
용담1동26,2.12,3459.0,106.13
용담1동27,2.11,3463.0,105.85
용담1동28,2.09,3485.0,105.98
용담1동29,2.08,3485.0,105.68
용담1동30,2.08,3493.0,105.67
용담1동31,2.08,3491.0,105.36
용담1동32,2.07,3477.5,105.54
용담1동33,2.07,3464,105.7217543
용담1동34,2.04,3467,105.58
용담1동35,2.04,3456,104.88
용담1동36,2.04,3423,104.83
용담1동37,2.04,3433,104.95
용담1동38,2.04,3396,105.66
용담1동39,2.04,3416,105.79
용담1동40,2.03,3420,105.89
용담1동41,2.03,3420,105.36
용담1동42,2.03,3421,105.91
용담1동43,2.02,3423,106.1
도두동0,2.345345345,1332.0,112.5
도두동1,2.326651819,1347.0,113.2911392
도두동2,2.311078503,1363.0,112.2392211
도두동3,2.308769344,1357.0,110.9874826
도두동4,2.320978503,1349.0,110.7541899
도두동5,2.329881657,1352.0,110.3950104
도두동6,2.345054945,1365.0,110.0753941
도두동7,2.334545455,1375.0,110.3142077
도두동8,2.323210412,1383.0,110.3142077
도두동9,2.308729595,1409.0,111.239782
도두동10,2.30579096,1416.0,111.8008186
도두동11,2.306657224,1412.0,112.5428376
도두동12,2.312813171,1397.0,111.84573
도두동13,2.304409673,1406.0,112.5946318
도두동14,2.306553911,1419.0,112.5941136
도두동15,2.310782241,1419.0,112.3465211
도두동16,2.29782761,1427.0,111.8966689
도두동17,2.307907628,1429.0,111.6452268
도두동18,2.286810886,1433.0,111.6689281
도두동19,2.281077348,1448.0,112.1212121
도두동20,2.18,1448.0,112.19
도두동21,2.273662551,1458.0,111.4361702
도두동22,2.272852234,1455.0,111.0299003
도두동23,2.27766323,1455.0,110.5750165
도두동24,2.27,1466.0,111.07
도두동25,2.27,1478.0,111.35
도두동26,2.26,1477.0,111.34
도두동27,2.26,1476.0,111.32
도두동28,2.24,1487.0,110.35
도두동29,2.25,1493.0,111.39
도두동30,2.24,1503.0,110.51
도두동31,2.24,1495.0,111.51
도두동32,2.24,1499.5,111.15
도두동33,2.23,1504,110.7862248
도두동34,2.15,1513,111.5
도두동35,2.15,1518,110.72
도두동36,2.15,1519,111.51
도두동37,2.14,1526,111.26
도두동38,2.14,1529,110.83
도두동39,2.14,1532,110.85
도두동40,2.15,1534,110.02
도두동41,2.14,1551,109.29
도두동42,2.14,1553,109.92
도두동43,2.13,1548,110.25
봉개동0,2.395571514,1671.0,113.656148
봉개동1,2.401546698,1681.0,113.0177515
봉개동2,2.413341275,1679.0,113.0085653
봉개동3,2.407715134,1685.0,113.397642
봉개동4,2.408551069,1684.0,113.3512064
봉개동5,2.404507711,1686.0,112.3997862
봉개동6,2.400705053,1702.0,111.4632858
봉개동7,2.410934744,1701.0,110.9243697
봉개동8,2.414862493,1709.0,110.6882169
봉개동9,2.416083916,1716.0,110.690192
봉개동10,2.397034596,1821.0,111.7821782
봉개동11,2.357211079,2094.0,110.15625
봉개동12,2.355689177,2162.0,109.6936634
봉개동13,2.350996377,2208.0,109.2851274
봉개동14,2.354231975,2233.0,109.1203891
봉개동15,2.346956908,2251.0,108.7429492
봉개동16,2.342604857,2265.0,109.0799518
봉개동17,2.339340659,2275.0,108.7495006
봉개동18,2.333040035,2273.0,108.6103324
봉개동19,2.325153374,2282.0,108.4732214
봉개동20,2.29,2284.0,108.61
봉개동21,2.329396325,2286.0,108.8658147
봉개동22,2.317728652,2307.0,108.4490282
봉개동23,2.314630988,2317.0,108.3003953
봉개동24,2.31,2322.0,108.05
봉개동25,2.31,2325.0,108.43
봉개동26,2.3,2328.5,108.74
봉개동27,2.3,2332.0,109.04
봉개동28,2.3,2324.0,109.42
봉개동29,2.3,2332.0,109.72
봉개동30,2.29,2339.0,109.11
봉개동31,2.29,2340.0,108.21
봉개동32,2.29,2337.0,108.26
봉개동33,2.28,2334,108.3002383
봉개동34,2.25,2332,108.31
봉개동35,2.25,2346,108.23
봉개동36,2.26,2344,108.56
봉개동37,2.25,2356,108.53
봉개동38,2.25,2349,108.98
봉개동39,2.25,2346,108.59
봉개동40,2.24,2343,108.2
봉개동41,2.24,2346,107.76
봉개동42,2.24,2343,108.58
봉개동43,2.23,2354,108.88
이호동0,2.564026206,1679.0,106.7460317
이호동1,2.550827423,1692.0,106.8845963
이호동2,2.560791158,1719.0,106.6990291
이호동3,2.568115942,1725.0,107.5955491
이호동4,2.56117174,1741.0,107.9922966
이호동5,2.554483541,1762.0,108.0267559
이호동6,2.544282511,1784.0,108.3926031
이호동7,2.554257095,1797.0,108.2474227
이호동8,2.570953437,1804.0,107.6388889
이호동9,2.556723852,1807.0,107.0500928
이호동10,2.549008811,1816.0,107.0898981
이호동11,2.544559869,1829.0,107.0474436
이호동12,2.535462913,1847.0,107.2377462
이호동13,2.529189189,1850.0,106.535649
이호동14,2.508275494,1873.0,106.2272727
이호동15,2.513326226,1876.0,105.7414105
이호동16,2.519680851,1880.0,105.9035602
이호동17,2.514103246,1879.0,105.5029319
이호동18,2.507676019,1889.0,106.1823105
이호동19,2.50844773,1894.0,106.6847335
이호동20,2.4,1894.0,106.68
이호동21,2.496845426,1902.0,106.6907776
이호동22,2.497888068,1894.0,107.6255708
이호동23,2.498164657,1907.0,108.1548975
이호동24,2.5,1910.0,107.39
이호동25,2.49,1909.0,107.62
이호동26,2.49,1912.0,107.62
이호동27,2.49,1915.0,107.62
이호동28,2.47,1928.0,107.47
이호동29,2.47,1942.0,107.67
이호동30,2.46,1942.0,107.17
이호동31,2.46,1938.0,106.87
이호동32,2.46,1937.0,106.99
이호동33,2.47,1936,107.1203245
이호동34,2.37,1931,108.05
이호동35,2.36,1941,109.15
이호동36,2.35,1945,108.78
이호동37,2.34,1947,108.52
이호동38,2.35,1942,108.17
이호동39,2.35,1944,108.01
이호동40,2.34,1934,108.36
이호동41,2.33,1936,108.87
이호동42,2.33,1941,108.92
이호동43,2.32,1951,108.28
중문동0,2.209004544,4842.0,107.8911565
중문동1,2.203688525,4880.0,107.5661069
중문동2,2.195691933,4921.0,107.5888569
중문동3,2.18728626,4971.0,107.8967495
중문동4,2.183636727,4999.0,107.6864536
중문동5,2.180663093,5037.0,107.5978076
중문동6,2.176262527,5089.0,107.3970037
중문동7,2.173555338,5105.0,106.8219944
중문동8,2.172420519,5127.0,106.6035986
중문동9,2.168615984,5130.0,106.171238
중문동10,2.167412887,5137.0,105.9944496
중문동11,2.164694471,5155.0,106.6098871
중문동12,2.163851679,5151.0,106.8287252
중문동13,2.163102644,5144.0,106.2083024
중문동14,2.164561881,5147.0,106.2002591
중문동15,2.162696107,5163.0,105.9767571
중문동16,2.162683115,5188.0,105.7960382
중문동17,2.158986175,5208.0,106.0472787
중문동18,2.157834322,5227.0,105.9715121
중문동19,2.163496638,5205.0,105.642805
중문동20,2.15863261,5207.0,105.8985162
중문동21,2.157288266,5207.0,105.7326007
중문동22,2.161117489,5226.0,105.3827969
중문동23,2.15737393,5255.0,105.6785196
중문동24,2.154910884,5274.0,105.6269224
중문동25,2.150340393,5288.0,105.5123803
중문동26,2.14479638,5304.0,106.46098
중문동27,2.139368896,5324.0,106.11654
중문동28,2.128200371,5390.0,105.9795295
중문동29,2.117117117,5439.0,106.0297012
중문동30,2.12433229,5429.0,106.9441952
중문동31,2.122385321,5450.0,106.9230769
중문동32,2.118259916,5471.0,106.5039202
중문동33,2.12,"5,460",106.36
중문동34,2.11,"5,487",106.42
중문동35,2.1,"5,527",106.49
중문동36,2.1,"5,504",106.24
중문동37,2.1,"5,502",106.02
중문동38,2.09,"5,514",106.07
중문동39,2.09,"5,531",106.04
중문동40,2.09,"5,542",105.4
중문동41,2.09,"5,544",105.56
중문동42,2.08,"5,613",105.51
중문동43,2.08,"5,657",105.06
대륜동0,2.411922664,5586.0,102.9983426
대륜동1,2.41324527,5602.0,102.4408506
대륜동2,2.408634361,5675.0,102.5637226
대륜동3,2.406293952,5688.0,102.6502813
대륜동4,2.406408685,5711.0,102.4304021
대륜동5,2.403594486,5731.0,102.1276596
대륜동6,2.402115485,5767.0,102.2040578
대륜동7,2.402217218,5773.0,101.9807748
대륜동8,2.404115511,5783.0,101.6973741
대륜동9,2.396180974,5813.0,101.5482564
대륜동10,2.391393794,5833.0,101.3423788
대륜동11,2.38843258,5844.0,101.2399077
대륜동12,2.385393827,5929.0,101.2092759
대륜동13,2.374105508,6009.0,101.2413599
대륜동14,2.371896723,6042.0,101.2780899
대륜동15,2.362423843,6073.0,100.9102367
대륜동16,2.358233459,6091.0,101.0919782
대륜동17,2.348402948,6105.0,101.7874736
대륜동18,2.344985299,6122.0,101.6008988
대륜동19,2.34143953,6127.0,101.8857304
대륜동20,2.343729589,6124.0,101.8138358
대륜동21,2.343714332,6133.0,102.0238932
대륜동22,2.339076723,6152.0,102.3056376
대륜동23,2.333279483,6190.0,101.9717522
대륜동24,2.329739298,6214.0,102.2492316
대륜동25,2.320204931,6246.0,101.9790941
대륜동26,2.310912286,6259.0,101.8702024
대륜동27,2.304541833,6275.0,102.2517483
대륜동28,2.297078438,6298.0,102.363967
대륜동29,2.288552507,6342.0,102.851153
대륜동30,2.288007554,6354.0,103.0163385
대륜동31,2.288679245,6360.0,102.8428094
대륜동32,2.283855799,6380.0,103.1084472
대륜동33,2.28,"6,412",102.67
대륜동34,2.27,"6,443",102.35
대륜동35,2.27,"6,494",102.23
대륜동36,2.27,"6,523",102.79
대륜동37,2.27,"6,572",102.72
대륜동38,2.27,"6,590",102.41
대륜동39,2.26,"6,640",102.77
대륜동40,2.26,"6,647",102.75
대륜동41,2.26,"6,660",102.58
대륜동42,2.26,"6,696",102.67
대륜동43,2.26,"6,694",102.35
남원읍0,2.290233673,8345.0,105.3728777
남원읍1,2.287250568,8369.0,105.3642313
남원읍2,2.286088926,8389.0,105.309924
남원읍3,2.283081679,8411.0,105.3138031
남원읍4,2.284561528,8427.0,105.3765735
남원읍5,2.282157676,8435.0,105.0489987
남원읍6,2.276393832,8430.0,105.1748102
남원읍7,2.271951653,8439.0,105.1026958
남원읍8,2.26788252,8444.0,104.9662849
남원읍9,2.265330329,8431.0,104.8369798
남원읍10,2.263663308,8435.0,104.8712446
남원읍11,2.256221854,8438.0,104.9962313
남원읍12,2.255510785,8438.0,105.2188915
남원읍13,2.249556475,8455.0,105.4661337
남원읍14,2.244693396,8480.0,105.7837838
남원읍15,2.244091711,8505.0,105.9343979
남원읍16,2.243782262,8524.0,105.9659703
남원읍17,2.24261257,8528.0,106.1327872
남원읍18,2.243128964,8514.0,106.130599
남원읍19,2.24653186,8506.0,105.8937614
남원읍20,2.241850065,8497.0,105.823879
남원읍21,2.239650902,8479.0,105.9206246
남원읍22,2.233809131,8477.0,105.8708415
남원읍23,2.226212906,8492.0,106.2513637
남원읍24,2.223217443,8485.0,106.4346684
남원읍25,2.221253534,8488.0,106.3252353
남원읍26,2.219549581,8481.0,106.1322821
남원읍27,2.212773465,8502.0,106.169863
남원읍28,2.204230317,8510.0,106.1771818
남원읍29,2.198335482,8531.0,106.2692477
남원읍30,2.196441114,8542.0,106.2664908
남원읍31,2.19014249,8562.0,106.3380282
남원읍32,2.189318686,8557.0,106.4807671
남원읍33,2.19,"8,577",106.48
남원읍34,2.18,"8,612",106.73
남원읍35,2.17,"8,637",106.95
남원읍36,2.17,"8,641",106.86
남원읍37,2.17,"8,659",106.87
남원읍38,2.16,"8,642",106.95
남원읍39,2.16,"8,660",107.09
남원읍40,2.16,"8,665",106.88
남원읍41,2.16,"8,677",106.84
남원읍42,2.15,"8,709",106.86
남원읍43,2.15,"8,706",106.91
대천동0,2.280762565,5770.0,103.2432432
대천동1,2.279889902,5813.0,103.704273
대천동2,2.27277371,5873.0,103.9419404
대천동3,2.270192144,5881.0,104.0189487
대천동4,2.263684121,5901.0,104.0323812
대천동5,2.266340145,5921.0,103.9981757
대천동6,2.258609161,5982.0,104.1244901
대천동7,2.253248917,6002.0,104.6300499
대천동8,2.25,6028.0,104.4776119
대천동9,2.250371594,6055.0,104.0431267
대천동10,2.242793609,6071.0,104.260426
대천동11,2.245853178,6089.0,104.3790166
대천동12,2.238446411,6102.0,104.3842586
대천동13,2.231109654,6101.0,103.6809816
대천동14,2.23290808,6114.0,103.9133682
대천동15,2.230228758,6120.0,103.7468279
대천동16,2.223144531,6144.0,103.2589286
대천동17,2.220029122,6181.0,103.7719038
대천동18,2.21819945,6187.0,103.1981048
대천동19,2.222258117,6191.0,103.0401417
대천동20,2.224371373,6204.0,102.8815054
대천동21,2.224657534,6205.0,103.0895984
대천동22,2.225295164,6183.0,103.1448398
대천동23,2.221237512,6206.0,103.0789629
대천동24,2.221935067,6191.0,103.6718981
대천동25,2.223476298,6202.0,103.5424354
대천동26,2.223533215,6187.0,103.2353376
대천동27,2.215303346,6247.0,103.4548662
대천동28,2.210332694,6252.0,103.3102839
대천동29,2.208373282,6258.0,102.9666618
대천동30,2.20440051,6272.0,102.6678393
대천동31,2.20347355,6276.0,102.7118147
대천동32,2.198249801,6285.0,103.1764706
대천동33,2.2,"6,316",103.22
대천동34,2.19,"6,379",103.76
대천동35,2.18,"6,382",104.09
대천동36,2.18,"6,373",103.9
대천동37,2.18,"6,387",103.32
대천동38,2.18,"6,369",103.67
대천동39,2.17,"6,381",103.67
대천동40,2.17,"6,396",103.78
대천동41,2.17,"6,396",103.39
대천동42,2.16,"6,397",103.05
대천동43,2.16,"6,402",102.93
천지동0,1.901876676,1865.0,105.1474841
천지동1,1.903659849,1858.0,104.3327556
천지동2,1.89688507,1862.0,103.1052329
천지동3,1.893776824,1864.0,102.6406429
천지동4,1.897340426,1880.0,102.5553663
천지동5,1.884595024,1889.0,102.2727273
천지동6,1.881481481,1890.0,102.7366021
천지동7,1.882787751,1894.0,102.2688599
천지동8,1.877174486,1897.0,102.3295455
천지동9,1.875,1904.0,102.1517554
천지동10,1.868904038,1907.0,103.3086138
천지동11,1.85840708,1921.0,103.5347777
천지동12,1.853785901,1915.0,102.9731275
천지동13,1.858854167,1920.0,103.5938391
천지동14,1.859585492,1930.0,103.6889898
천지동15,1.860739979,1946.0,104.3453725
천지동16,1.858611825,1945.0,103.3183352
천지동17,1.848049281,1948.0,103.3898305
천지동18,1.845207586,1951.0,103.6199095
천지동19,1.83967112,1946.0,102.9478458
천지동20,1.842650104,1932.0,102.9646522
천지동21,1.840227508,1934.0,103.0233885
천지동22,1.839294971,1929.0,103.3237822
천지동23,1.842953718,1923.0,103.3275961
천지동24,1.850234009,1923.0,104.0137615
천지동25,1.851754845,1909.0,104.2172155
천지동26,1.847837415,1919.0,104.3804035
천지동27,1.836787565,1930.0,103.5017222
천지동28,1.821721311,1952.0,103.548941
천지동29,1.814852492,1966.0,102.3823029
천지동30,1.810687023,1965.0,101.4722537
천지동31,1.80853225,1969.0,101.3001696
천지동32,1.798272358,1968.0,101.7673888
천지동33,1.79,"1,973",101.14
천지동34,1.78,"1,975",101.31
천지동35,1.79,"1,972",101.14
천지동36,1.78,"1,970",101.55
천지동37,1.77,"1,974",103.19
천지동38,1.78,"1,948",102.16
천지동39,1.78,"1,941",102.28
천지동40,1.78,"1,954",101.92
천지동41,1.77,"1,955",102.45
천지동42,1.76,"1,963",102.94
천지동43,1.76,"1,961",103.06
정방동0,1.744153083,1411.0,107.5042159
정방동1,1.744285714,1400.0,107.3005093
정방동2,1.740847093,1393.0,107.2649573
정방동3,1.746387283,1384.0,106.0528559
정방동4,1.746944644,1391.0,104.5454545
정방동5,1.745310245,1386.0,104.8264183
정방동6,1.752011704,1367.0,103.6564626
정방동7,1.744680851,1363.0,103.9451115
정방동8,1.749072012,1347.0,103.8062284
정방동9,1.741097923,1348.0,103.3795494
정방동10,1.735119048,1344.0,103.6681223
정방동11,1.738450075,1342.0,103.9335664
정방동12,1.740356083,1348.0,102.2413793
정방동13,1.733383122,1339.0,100.952381
정방동14,1.729569094,1346.0,101.384083
정방동15,1.732089552,1340.0,101.300954
정방동16,1.733630952,1344.0,102.7850305
정방동17,1.748314607,1335.0,101.9031142
정방동18,1.739520958,1336.0,100.8643042
정방동19,1.740181269,1324.0,101.2227074
정방동20,1.734244495,1317.0,100.7029877
정방동21,1.740515933,1318.0,101.2280702
정방동22,1.742009132,1314.0,100.6134969
정방동23,1.748079877,1302.0,100.7054674
정방동24,1.749031758,1291.0,101.4272971
정방동25,1.7403698,1298.0,101.3368984
정방동26,1.73875969,1290.0,101.5274034
정방동27,1.736229635,1289.0,100.7174888
정방동28,1.722779923,1295.0,101.9004525
정방동29,1.717674063,1307.0,100.8050089
정방동30,1.717574827,1303.0,101.2589928
정방동31,1.715944272,1292.0,101.5454545
정방동32,1.709329221,1297.0,101.5454545
정방동33,1.71,"1,294",101.92
정방동34,1.69,"1,300",102.11
정방동35,1.68,"1,309",102.02
정방동36,1.68,"1,302",101.66
정방동37,1.66,"1,296",102.73
정방동38,1.67,"1,268",103.26
정방동39,1.68,"1,269",102.09
정방동40,1.67,"1,280",101.89
정방동41,1.66,"1,285",102.28
정방동42,1.65,"1,298",103.22
정방동43,1.65,"1,302",102.17
송산동0,2.165775401,2057.0,111.037423
송산동1,2.162711864,2065.0,110.9589041
송산동2,2.144161461,2081.0,111.5694642
송산동3,2.138808838,2082.0,111.8458611
송산동4,2.13150289,2076.0,111.5200765
송산동5,2.142510906,2063.0,112.0921305
송산동6,2.133043058,2067.0,111.9711538
송산동7,2.133591481,2066.0,111.9230769
송산동8,2.116290245,2081.0,112.1387283
송산동9,2.114039291,2087.0,112.2174122
송산동10,2.118944844,2085.0,111.7929051
송산동11,2.115421456,2088.0,111.6435074
송산동12,2.113307618,2074.0,111.4327062
송산동13,2.120873786,2060.0,112.0873786
송산동14,2.115666179,2049.0,112.6042178
송산동15,2.11827957,2046.0,113.1824889
송산동16,2.119176067,2039.0,113.2773939
송산동17,2.11372549,2040.0,112.7281697
송산동18,2.105599214,2036.0,112.9657228
송산동19,2.101371205,2042.0,112.4257426
송산동20,2.093046033,2042.0,112.5310791
송산동21,2.082439024,2050.0,112.9177057
송산동22,2.087169442,2042.0,112.3567514
송산동23,2.096868885,2044.0,111.9683482
송산동24,2.08455523,2046.0,112.294674
송산동25,2.084596577,2045.0,111.3534953
송산동26,2.091133005,2030.0,111.1940299
송산동27,2.088526212,2022.0,111.2556278
송산동28,2.086026852,2011.0,110.8040201
송산동29,2.075135937,2023.0,110.6372303
송산동30,2.067956349,2016.0,110.6619505
송산동31,2.058247675,2043.0,111.5191147
송산동32,2.050756467,2049.0,111.6876574
송산동33,2.06,"2,029",112.2
송산동34,2.06,"2,029",112.79
송산동35,2.06,"2,025",111.83
송산동36,2.06,"2,014",110.51
송산동37,2.05,"2,007",111.56
송산동38,2.06,"1,968",111.95
송산동39,2.06,"1,970",112.4
송산동40,2.06,"1,965",112.68
송산동41,2.06,"1,960",112.51
송산동42,2.06,"1,961",111.25
송산동43,2.05,"1,957",111.47
예래동0,2.115653577,1859.0,104.6305931
예래동1,2.107028754,1878.0,104.9197307
예래동2,2.097419695,1899.0,104.8868313
예래동3,2.095411887,1918.0,104.6334012
예래동4,2.085832472,1934.0,105.0838841
예래동5,2.084318766,1945.0,104.4377206
예래동6,2.079545455,1936.0,104.4692737
예래동7,2.0862423,1948.0,104.3237808
예래동8,2.079979623,1963.0,104.2521261
예래동9,2.07715736,1970.0,103.8863976
예래동10,2.086119554,1974.0,104.3672457
예래동11,2.083627204,1985.0,104.5499505
예래동12,2.088294652,1982.0,104.4960474
예래동13,2.081735621,1982.0,105.2736318
예래동14,2.069277108,1992.0,106.2031016
예래동15,2.061871227,1988.0,105.876444
예래동16,2.056394763,1986.0,106.1585058
예래동17,2.060821085,1973.0,105.8734177
예래동18,2.065482234,1970.0,105.8168943
예래동19,2.065849923,1959.0,105.6402439
예래동20,2.058044807,1964.0,105.0735667
예래동21,2.057406458,1951.0,104.6914839
예래동22,2.05079528,1949.0,103.8245793
예래동23,2.051626226,1937.0,103.6904152
예래동24,2.061594203,1932.0,102.8004073
예래동25,2.064348729,1927.0,103.2703117
예래동26,2.059220779,1925.0,103.4907598
예래동27,2.045525091,1933.0,105.6162246
예래동28,2.024755028,1939.0,106.197479
예래동29,2.017948718,1950.0,107.7613516
예래동30,2.014322251,1955.0,107.3723012
예래동31,2.007142857,1960.0,106.8349106
예래동32,1.993411049,1973.0,106.3483736
예래동33,1.99,"1,978",105.85
예래동34,1.98,"1,987",105.52
예래동35,1.98,"1,984",105.53
예래동36,1.97,"1,994",105.32
예래동37,1.97,"1,989",105.72
예래동38,1.98,"1,987",104.64
예래동39,1.98,"1,978",105.25
예래동40,1.97,"1,993",105.81
예래동41,1.97,"1,985",105.84
예래동42,1.96,"1,987",105.58
예래동43,1.95,"1,995",104.94
대정읍0,2.173487269,9701.0,96.5967366
대정읍1,2.172442159,9725.0,96.60338731
대정읍2,2.169159836,9760.0,96.35503617
대정읍3,2.165475704,9796.0,96.28944203
대정읍4,2.160308442,9856.0,96.42066421
대정읍5,2.158370581,9844.0,96.54949121
대정읍6,2.157777327,9862.0,96.54567285
대정읍7,2.161244838,9929.0,96.34916278
대정읍8,2.160822249,9924.0,96.39161095
대정읍9,2.156177626,9931.0,96.41350211
대정읍10,2.15427996,9930.0,96.23887717
대정읍11,2.152760983,9924.0,96.07195301
대정읍12,2.146147656,9942.0,96.0400588
대정읍13,2.141753612,9968.0,96.16833594
대정읍14,2.13751749,10006.0,96.05830049
대정읍15,2.132052941,10049.0,95.82305091
대정읍16,2.131057817,10049.0,95.58863823
대정읍17,2.128716823,10022.0,95.76069003
대정읍18,2.129154606,10019.0,95.85016526
대정읍19,2.12993732,10051.0,95.23939808
대정읍20,2.132781325,10024.0,95.38475599
대정읍21,2.129051561,10027.0,95.15495018
대정읍22,2.128399243,10039.0,95.29293483
대정읍23,2.12532377,10038.0,94.97349662
대정읍24,2.123297206,10057.0,95.33479693
대정읍25,2.117652899,10072.0,95.46370968
대정읍26,2.112045927,10103.0,95.51035367
대정읍27,2.105195575,10124.0,95.55005046
대정읍28,2.097618579,10162.0,95.21934243
대정읍29,2.093992724,10171.0,95.23329361
대정읍30,2.09385431,10186.0,95.20410031
대정읍31,2.093279937,10238.0,94.65031789
대정읍32,2.095590383,10273.0,94.38374718
대정읍33,2.09,"10,332",94.37
대정읍34,2.09,"10,379",94.15
대정읍35,2.09,"10,418",94.19
대정읍36,2.09,"10,439",94.46
대정읍37,2.09,"10,513",94.29
대정읍38,2.09,"10,463",94.43
대정읍39,2.09,"10,450",94.53
대정읍40,2.09,"10,493",94.66
대정읍41,2.09,"10,523",94.81
대정읍42,2.09,"10,544",94.69
대정읍43,2.09,"10,606",94.47
알수없음0,,,
알수없음1,,,
알수없음2,,,
알수없음3,,,
알수없음4,,,
알수없음5,,,
알수없음6,,,
알수없음7,,,
알수없음8,,,
알수없음9,,,
알수없음10,,,
알수없음11,,,
알수없음12,,,
알수없음13,,,
알수없음14,,,
알수없음15,,,
알수없음16,,,
알수없음17,,,
알수없음18,,,
알수없음19,,,
알수없음20,,,
알수없음21,,,
알수없음22,,,
알수없음23,,,
알수없음24,,,
알수없음25,,,
알수없음26,,,
알수없음27,,,
알수없음28,,,
알수없음29,,,
알수없음30,,,
알수없음31,,,
알수없음32,,,
알수없음33,,,
알수없음34,,,
알수없음35,,,
알수없음36,,,
알수없음37,,,
알수없음38,,,
알수없음39,,,
알수없음40,,,
알수없음41,,,
알수없음42,,,
알수없음43,,,
